sentenca,categoria
"O atendimento é o diferencial, que nos permite sentir como Se estivessem em casa, rapidez e Os garçom  sempre bem cordial e atencioso, oferecendo o melhor serviço e claro a comida s Igual","serviço,comida"
"Horrível não volto mas lá não conhecia um amigo me convidou, e foi a primeira vez, garçom disse grosseiramente que eu iria só consumir se eu pagasse o cover, mas a forma que ele falou foi tão desnecessário, que eu que trabalho com o público a muito tempo trataria alguém assim, então me retirei e fui embora eu poderia ter uma crítica melhor pra fazer mas vc ser tratado igual um cachorro não indico a ninguém e nunca mas piso lá.",serviço
"Pior picanha que ja comemos na vida, gosto horrível, ao provar a carne senti um gosto de plastico, com fumaça, impossível comer, pensei vou comer os acompanhamentos, o pior tudo ruim, arroz, farofa, vinagrete e maionese, só conseguimos botar a primeira colher na boca e...não conseguimos mais comer.",comida
O garcom Joab Leite fez um atendimento fantástico!,serviço
"Ambiente agradável, bom atendimento (difícil de encontrar em relação café regional) e preço justo.","serviço,ambiente,preço"
"Se eu tivesse que pedir um último pedido de refeição, seria o cachorro quente envolto em carne de porco.",comida
"É sempre lotado por oferecer ótimos cafés, e atendimento (no caixa) de boa qualidade, o que leva o cliente a se sentir confortável para conversar, observar o lugar e colocar o papo em dia com os amigos.","serviço,comida,ambiente"
"Atendimento ótimo, carne maravilhosa no ponto certo, otimos acompanhamentos, e o preço está bom em comparação a outros restaurantes de Manaus.","serviço,comida,preço"
Comida de boa qualidade atendimento excelente pelo Phelipe,"serviço,comida"
"É um restaurante de alto padrão, então os preços são um pouco salgados e os pratos servem até duas pessoas.","geral,preço,comida"
Atendimento e comida excelentes,"serviço,comida"
"Atendimento bem prestativo pelo Sr Phelipe, comida de qualidade, tudo ótimo.","serviço,comida,geral"
"Excelente restaurante, com atendimento muito bom e um dos melhores peixes de Manaus, vale a pena conferir.","serviço,comida,geral"
Excelente atendimento,serviço
"Foi-se o tempo que tínhamos um bom serviço no Coco Bambu, como frequentador assíduo vejo cair dramaticamente a qualidade nos últimos meses.",serviço
Com atendimento top!,serviço
"Me deram o troco errado ainda bem que conferi, vc sai sem nenhuma nota fiscal precisa pedir se não eles não dão, coisa que deveria ser automático!",serviço
Faltou um pouco de organização para receber as reservas de grande número de pessoas.,serviço
"Luz ambiente muito agradável,o som ambiente ao meu gosto achei um pouco alto,dificulta a conversa,porém o garçom nos explicou que o volume aumenta certo horário da noite,boas opções de aperitivos,carta de vinhos com valores acessíveis porém poderia ser mais justo com relação á valores de...Mais","comida,bebida,ambiente,preço"
"Lugar até que é legalzinho, más porém a primeira vez que vejo gente brigar e depois volta para festa colocando em risco pessoal que não tem nada haver..., preço acima da média das bebidas e dos petiscos(um detalhe, não vende balde com as bebidas).tem que 4 unidades pra eles lhe darem um balde com gelo...","geral,ambiente,preço"
"OUTRO garçom que nos atendeu, o achamos descortês.",serviço
"Atendimento péssimo, sem organização total com as pessoas.",serviço
"Atendimento muito bom, garçons atenciosos, Jailton muito bom.",serviço
"Garçons atenciosos e comida de boa qualidade, com estacionamento próprio.","serviço,comida,localização"
Ótimo atendimento do Sr Emerson,serviço
"Sempre almoço nesse lugar, ambiente agradável, bom atendimento, mas a carne ultimamente está perdendo a qualidade e o que ma faz ir é o churrasco","serviço,comida,ambiente"
"Deveria ser regional, com preços acessíveis.",preço
Ótimo atendimento.,serviço
O Banzeiro tem uma cozinha variada e combina de forma criativa os ingredientes regionais com preparos esmerados e apresentações charmosas.,comida
"Ótimo espaço para se encontrar com os amigos, respeita as normas da pandemia e com preços acessíveis.","geral,ambiente,preço"
"Só tenho elogios a esse restaurante, resolvi comemorar meu aniversário com minha família e não me arrependi de nada, pois desde a reserva feita ao telefone com a atendente Eli, super atenciosa e em nossa chegada ao restaurante, todos solícitos e sorridentes.",serviço
Excelente atendimento do Sr Vinícius!!!,serviço
O atendimento da Zezé Reis é super simpático e profissional.E os pratos são surpreendentemente fantásticos.Vou voltar sempre q vier a Manaus.,"serviço,comida"
"Ambiente com pegada rock n roll, comida gostosa, hambúrguer artesanal , ótimo atendimento ??","serviço,comida,ambiente"
"local muito agradável sempre vou com minha família o atendimento ótimo todos os funcionários são bem atenciosos E sempre que eu quero comer alguma coisa,e não sei onde comer vou lá porque sempre está aberto e tem ótimas opções de café da manhã almoço e janta lanche o que você quiser comer provavelmente vai ter lá","serviço,comida,geral"
"atendimento excelente, profissional Phelipe muito educado.",serviço
"Comida excelente, bonita decoração, música ambiente de qualidade e ótimo atendimento","serviço,comida,ambiente"
Atendimento ótimo e qualidade maravilhosa da comida.,"serviço,comida"
"Lugar muito bom para ir com a família, de todas as vezes que já fui foram experiências incríveis.",geral
Garçom Jeilson mto atencioso.,serviço
"Excelente atendimento, comida gostosa.","serviço,comida"
"Mto bom, local perfeito para conhecer um café regional em Manaus.",bebida
Atendimento impecável como sempre!,serviço
"Lugar bonito, pratos e bebidas excelentes, o principal problema seria a fila imensa para se conseguir uma mesa","comida,ambiente"
Bom atendimento .,serviço
Rapidez e atendimento excelente,serviço
Bom atendimento.,serviço
Poxa otimo atendimento comida divina di tenho a agradecer !!!,"serviço,comida"
Utiliza ingredientes locais com requinte e elegância e possui um atendimento excelente.,"serviço,comida"
"Localização, som ambiente e comida.",outros
"Ótimo atendimento, comida excelente, mas o sorvete não vem na quantidade que mostra no cardápio.","serviço,comida"
Aqui o atendimento é  nota 1000 o garçon Jeferson nos atendeu de forma espetacular.,serviço
"Para quem tem seu troco no bolso para gastar, está de bom tamanho.",preço
Muito bom  tudo limpinho e preço  camarada!,"ambiente,preço"
atendimento bom mas deu uma caida na qualidade da comida .ruim,"serviço,comida"
O churrasco é de primeira linha e o atendimento também.,"serviço,comida"
"Tinha ido a primeira vez há 3anos, o local estava em melhor condições e atendimento, hj ao voltar lá achamos meio bagunçado e o atendente faltando um pouco mais de educação, não que ele tenha sido mal educado, mas faltando melhor atendimento.",serviço
"Agradável , comida excelente,funcionários atenciosos","serviço,comida"
"Atendimento bom, custo beneficio entre local e os preços e excelente tendo em vista que o bar é muito top...","serviço,ambiente,preço"
"Local muito bom, limpo, atendimento atencioso, comida gostosa.","serviço,comida,ambiente,geral"
"É um excelente lugar, recomendo demais, um lugar aconchegante e um atendimento impecável.","serviço,geral,ambiente"
"Recomendo encontro com a família, amigos e degustar uma comida de excelente qualidade!",comida
Super aconchegante e opções fantásticas,"ambiente,comida"
Pense num atendimento muito bom... A comida boa... Ambiente lindo,"serviço,comida,ambiente"
Valores altos para um serviço mediano.,"serviço,preço"
"Atendimento muito bom, rápido e o responsavel pelo atendimento foi ótimo!!",serviço
"Excelente atendimento, serviço muito rápido e tudo uma delícia...","serviço,comida"
Não consegui nem mesa  Mas o ambiente super legal Cerveja bem gelada Música Boa!!,"serviço,ambiente,bebida"
Muito bom atendimento.José Gregório.,serviço
"Na cozinha a agitação tem nome: Felipe Schaedler, o jovem chef que fez fama ao utilizar elementos inusitados na sua cozinha regional e recentemente fincou um pé na capital paulista, com uma...filial.",serviço
"Gostei muito do lugar, é bem agradável, e a comida é muito boa, otimo atendimento do Sauro.","serviço,comida,geral"
"Fomos atendidos pelo garçom Sheldon, excelente atendimento, ótima hospitalidade, recomento muito.",serviço
"Comida diversificada, atendimento muito bom e agilidade na elaboração dos pratos.","serviço,comida"
"O restaurante já foi um pouco melhor, deixei de frequentar por vários motivos: atendimento caótico,  precisa implorar para o garçom atender, a comida chega separada à mesa..ou seja, primeiro vem a carne, dez minutos depois o acompanhamento, sem contar na qualidade da comida, decaiu muito.","serviço,comida,geral"
"Muito top, bem gostoso bom serviço","serviço,comida"
"Gastronomia otima, de entrada comemos bolinho de bacalhau e de prato principal pirarucu amazonico, estava otimo !!!",comida
Talvez irei uma próxima vez para ver se a experiência é melhor.,geral
Excelente atendimento.,serviço
Ótimo atendimento.,serviço
Ótimo atendimento e variedade de pratos,"serviço,comida"
Ambiente agradavel e bom atendimento.,"serviço,ambiente"
"O SUP é muito legal, porém só vendem a hora cheia, se quiser andar...Mais",ambiente
"Ótimo atendimento da Raynara, super atenciosa!",serviço
"Atendimento impecável, comida boa .","serviço,comida"
"Ótimo atendimento, carnes saborosíssimas, ambiente agradável com brinquedoteca, boa opção para os pais que tem filhos pequenos.","serviço,comida,ambiente"
"Carne de sol deliciosa, bom atendimento, ótimo preço e bem localizado.","preço,serviço,comida,localização"
Ótimo churrasco a um preço justo.,"preço,comida"
Preço mediano.,preço
"Atendimento muito bom e ágil, ambiente organizado, limpo e climatizado, possui um cardápio com cortes de carne variado e com preço justo.","preço,comida,serviço,ambiente"
"Bom café, falta uma melhor apresentação dos tipos de grãos,  não servem água com gás, ótima opção de lanches, porém, com valor um pouco salgado..","preço,comida,bebida"
Pouca comida e preço alto,"preço,comida"
"Uma melhoria no piso aqui, uma elevação ali e não iria custar muito, e traria grandes benefício.",ambiente
Boa churrascaria com pratos a la carte com preço razoável e porém bem servidos.,"preço,comida"
"Excelente atendimento, preço justo, rodízio variado de pizzas entre outras delícias e estacionamento próprio.","preço,comida,serviço,localização"
"Ambienta super agradável, atendimento simpático e simples, carnes de excelente paladar, custo benefício atrativos.","preço,comida,serviço,ambiente"
"Comida Boa, atendimento excelente, ambiente muito agradável, musica ao vivo, preço  razoável, recomendo.","preço,comida,serviço,ambiente"
Preço acessível e comida boa.,"preço,comida"
"Bom atendimento, os pratos são muito bons, preço acessível.","preço,comida,serviço"
"Foi uma experiência maravilhosa, comida boa, atendimento rápido e preço justo.","preço,comida,serviço,geral"
Comida de excelente qualidade a preço justo.,"preço,comida"
Preço justo.,preço
Preço justo.,preço
Cardápio com um preço abusivo.,preço
"Preço excelente e buffet muito gostoso, com exceção do churrasco q precisa melhorar.","preço,comida"
cardápio muito bom com um preço muito justo e o ambiente muito agradável,"preço,comida,ambiente"
"O preço baixo em relação a cantinas não pode justificar uma massa que não chega no ponto,  o molho esturricado pelo forno e uma mini almondega quente demais por fora e crua por dentro.","preço,comida"
Preço um pouco alto.,preço
"Ótimo  entretenimento, preço  adequado ao que oferece e a pizza é  maravilhosa.","preço,comida,ambiente"
Preço justo.,preço
"Gosto muito do restaurante, atendimento ágil mesmo com casa lotada e preço justo.","preço,serviço,geral"
